,title,address,price(w),unit_price,purpose,area(ping),room,age/floor,url
151,天母精華收租鼎家,士林區德行東路,1980,65.46萬/坪,公寓,30.25,6房4廳4衛,39.5年,https://www.rakuya.com.tw/sell_item/info?ehid=0fba7a95723839&from=list_regular
152,重北大空間美廈,松柏士林區重慶北路四段,1980,,電梯大廈,49.76,3房3廳2衛,35.6年,https://www.rakuya.com.tw/sell_item/info?ehid=01b5e2121099402&from=list_regular
153,士林收租金雞母,士林區文林路,1680,,公寓,32,5房5衛,38.3年,https://www.rakuya.com.tw/sell_item/info?ehid=082555130975617&from=list_regular
154,忠誠靜巷景觀三房,東坡居A士林區士東路,1750,,公寓,29.15,3房2廳1衛,35.9年,https://www.rakuya.com.tw/sell_item/info?ehid=00f619124630427&from=list_regular
155,公園稀有住辦一樓,士林區延平北路五段,1680,,公寓,31.6,2房2廳1衛,37.8年,https://www.rakuya.com.tw/sell_item/info?ehid=087b0111998897d&from=list_regular
156,劍潭捷運頂加,士林區劍潭路,1588,49.55萬/坪,公寓,32.05,3房2廳2衛,40.4年,https://www.rakuya.com.tw/sell_item/info?ehid=0ae08c98007805&from=list_regular
157,芝山捷運樹景美寓,士林新城士林區德行西路,1890,,公寓,36.4,3房2廳2衛,41.8年,https://www.rakuya.com.tw/sell_item/info?ehid=0b85ed118462321&from=list_regular
158,東吳銘傳好朋友,士林區大南路,1880,,公寓,25.2,3房4衛,45.9年,https://www.rakuya.com.tw/sell_item/info?ehid=05b36a89413026&from=list_regular
159,夜夜好眠美寓,士林區中山北路七段,1880,,公寓,39.42,3房2廳2衛,33.2年,https://www.rakuya.com.tw/sell_item/info?ehid=086f8413283838f&from=list_regular
160,窗外景觀電梯,圓山窗外士林區基河路,1750,,電梯大廈,13.47,2廳1衛,15.8年,https://www.rakuya.com.tw/sell_item/info?ehid=0b4d52134911371&from=list_regular
161,劍潭捷運創築美屋,士林區承德路四段,1688,,電梯大廈,28.91,1房1廳1衛,10.9年,https://www.rakuya.com.tw/sell_item/info?ehid=07e952133868622&from=list_regular
162,劍潭綠景首購店面,士林區通河街,1850,98.24萬/坪,公寓,18.83,1房2廳1衛,51.4年,https://www.rakuya.com.tw/sell_item/info?ehid=0eff87131187255&from=list_regular
163,陽明山泉‧美景觀,士林區菁山路,1980,,樓中樓,40.75,2房2廳2衛,20.9年,https://www.rakuya.com.tw/sell_item/info?ehid=0fff72103503571&from=list_regular
164,故宮高投報租寶盒,士林區故宮路,1880,,公寓,31.38,5房1廳5衛,45.3年,https://www.rakuya.com.tw/sell_item/info?ehid=0585cf131421194&from=list_regular
165,店長推薦士林官隱,士林官隱士林區福林路,1580,,電梯大廈,14.62,1房1廳1衛,5.4年,https://www.rakuya.com.tw/sell_item/info?ehid=0d5a6612865496f&from=list_regular
166,士東靜巷美寓,士林區士東路,1880,53.62萬/坪,公寓,35.06,3房2廳2衛,40.9年,https://www.rakuya.com.tw/sell_item/info?ehid=035409122151385&from=list_regular
167,永平方正一樓,士林區永平街,1998,,公寓,32.89,3房2廳1衛,41.1年,https://www.rakuya.com.tw/sell_item/info?ehid=0270d8120002498&from=list_regular
168,黃金邊間美三樓,士林區東山路,1999,,公寓,27.65,3房2廳1衛,36.3年,https://www.rakuya.com.tw/sell_item/info?ehid=07afc3134126240&from=list_regular
169,士林一品旁美美屋,士林區大南路,1880,,公寓,39.08,7房3衛,44.8年,https://www.rakuya.com.tw/sell_item/info?ehid=050f40110096396&from=list_regular
170,天母旺宅美屋,士林區中山北路七段,1958,,公寓,30.09,2房2廳1衛,31.4年,https://www.rakuya.com.tw/sell_item/info?ehid=0bcce8127334401&from=list_regular
171,羅馬儷園美妝4房,士林區中山北路七段,1988,,公寓,36,2房2廳2衛,35.9年,https://www.rakuya.com.tw/sell_item/info?ehid=087289129914815&from=list_regular
172,白雲山莊大美屋,白雲山莊士林區仰德大道三段,1880,,公寓,46.95,3房2廳2衛,42年,https://www.rakuya.com.tw/sell_item/info?ehid=03761a12118828f&from=list_regular
173,極品美裝天母Ａ＋,A+士林區士東路,1990,,電梯大廈,29.75,1廳1衛,11.6年,https://www.rakuya.com.tw/sell_item/info?ehid=0a743613075370f&from=list_regular
174,士東國小3樓.住商用心.您放心,士林區士東路,1790,54.74萬/坪,公寓,32.7,3房2廳2衛,42年,https://www.rakuya.com.tw/sell_item/info?ehid=03b8c113473841c&from=list_regular
175,士東國小頂樓,士林區士東路,1700,,公寓,31.71,3房2廳2衛,42.4年,https://www.rakuya.com.tw/sell_item/info?ehid=04e67812179699b&from=list_regular
176,天母寧靜裝潢美宅,士林區中山北路七段,1958,,公寓,30.09,2房2廳1衛,31.4年,https://www.rakuya.com.tw/sell_item/info?ehid=0a47a013164414b&from=list_regular
177,捷運劍潭美寓收租頂加,士林區福港街,1980,,公寓,36.81,3房2廳2衛,43.8年,https://www.rakuya.com.tw/sell_item/info?ehid=01d5de133012110&from=list_regular
178,草山‧樹影‧樂活,士林區永公路,1600,,公寓,49.77,3房2廳2衛,50.7年,https://www.rakuya.com.tw/sell_item/info?ehid=0789929446379b&from=list_regular
179,大南住辦1樓,士林區大南路,1680,74.5萬/坪,公寓,22.55,1廳1衛,43.5年,https://www.rakuya.com.tw/sell_item/info?ehid=078cee115631684&from=list_regular
180,北美館高樓景觀,北美館士林區基河路,1680,,電梯大廈,18.5,1房1廳1衛,21.9年,https://www.rakuya.com.tw/sell_item/info?ehid=00240e13291749d&from=list_regular
181,士東國小四房邊間美寓0939222828,士林區士東路,1880,53.62萬/坪,公寓,35.06,3房2廳2衛,40.6年,https://www.rakuya.com.tw/sell_item/info?ehid=010bad121995159&from=list_regular
182,劍潭頂好前一樓,士林區華齡街,1800,,公寓,27.92,2房2廳1衛,35.3年,https://www.rakuya.com.tw/sell_item/info?ehid=0364b8134911364&from=list_regular
183,士林夜市收租寶,士林區大南路,1880,,公寓,25.2,3房4衛,45.9年,https://www.rakuya.com.tw/sell_item/info?ehid=07cbb712978957e&from=list_regular
184,士東市場鼎家,士林區士東路,1750,,公寓,29.15,3房2廳1衛,35.9年,https://www.rakuya.com.tw/sell_item/info?ehid=085b7613000291c&from=list_regular
185,劍潭站5分鐘2樓美寓,士林區後港街,1875,,公寓,32.67,3房2廳2衛,41.9年,https://www.rakuya.com.tw/sell_item/info?ehid=055e85125977909&from=list_regular
186,翠林軒美寓,士林區中山北路七段,1980,,公寓,40.88,3房2廳2衛,33.2年,https://www.rakuya.com.tw/sell_item/info?ehid=0fa81212626825d&from=list_regular
187,天母-富春居酒店渡假宅,士林區中山北路七段,1980,,電梯大廈,28.33,1房1廳2衛,31.2年,https://www.rakuya.com.tw/sell_item/info?ehid=0e790813367688c&from=list_regular
188,劍潭朝南美寓,士林區大南路,1500,,公寓,35.12,2廳2衛,37年,https://www.rakuya.com.tw/sell_item/info?ehid=0a4453116218864&from=list_regular
189,陽明山．白雲美屋,士林區仰德大道三段,1780,,公寓,46.95,4房2廳2衛,42年,https://www.rakuya.com.tw/sell_item/info?ehid=03bd1a90352273&from=list_regular
190,延平北路稀有透天,士林區延平北路五段,1820,,透天厝,31.86,3房2廳2衛,51年,https://www.rakuya.com.tw/sell_item/info?ehid=0b4a40126360213&from=list_regular
191,圓山凡登小豪宅邊間近捷運,圓山凡登士林區劍潭路,1658,105.59萬/坪,電梯大廈,15.7,1房1廳1衛,11.8年,https://vip.rakuya.com.tw/0958701007
192,社正路電梯三房,士林區社正路,1680,64.51萬/坪,電梯大廈,26.04,3房2廳1衛,6.1年,https://vip.rakuya.com.tw/0958701007
193,士林捷運稀有一樓,士林區中正路,1680,135.09萬/坪,公寓,12.44,1房1廳1衛,55.5年,https://www.rakuya.com.tw/sell_item/info?ehid=013e8e128501495&from=list_regular
194,"温泉,桜花,陽明山3房2廳2衛1和1車位",陽明山泉士林區菁山路,1980,48.59萬/坪,電梯大廈,40.75,3房2廳2衛,20.5年,https://www.rakuya.com.tw/sell_item/info?ehid=0d5e1712646991a&from=list_regular
195,士林捷運小資美寓,士林區中正路,1580,,公寓,12.96,2房2衛,55.4年,https://www.rakuya.com.tw/sell_item/info?ehid=0cb179134961030&from=list_regular
196,新上架天星花園！好棒,天星花園士林區中正路,1688,,電梯大廈,30.66,2房1廳1衛,16.4年,https://www.rakuya.com.tw/sell_item/info?ehid=06ed5013499442e&from=list_regular
197,新上架華齡邊間收租寶,士林區華齡街,1780,59.98萬/坪,公寓,29.68,4房4衛,40.6年,https://www.rakuya.com.tw/sell_item/info?ehid=09d1e2135020979&from=list_regular
198,新上架劍潭捷運漂亮窗外,圓山窗外士林區基河路,1510,,電梯大廈,11.24,1廳1衛,15.8年,https://www.rakuya.com.tw/sell_item/info?ehid=00131d135105283&from=list_regular
199,新上架羅馬＃成家首選,羅馬儷園(63弄)士林區中山北路七段,1980,,公寓,42.14,3房2廳2衛,35.9年,https://www.rakuya.com.tw/sell_item/info?ehid=02ba1713527598e&from=list_regular
200,新上架芝山捷運3房首購宅,士林區福華路,1798,,公寓,24,4房2廳1衛,48.3年,https://www.rakuya.com.tw/sell_item/info?ehid=0424eb13523062f&from=list_regular
201,新上架芝山陽光邊間四樓,士林區至誠路二段,1850,,公寓,29.77,3房2廳1衛,42.6年,https://www.rakuya.com.tw/sell_item/info?ehid=091e4c135353803&from=list_regular
202,新上架劍潭華齡優質三樓,士林區華齡街,1688,,公寓,28.86,3房2廳2衛,50.3年,https://www.rakuya.com.tw/sell_item/info?ehid=0b413013542298d&from=list_regular
203,新上架至誠公園美寓,士林區至誠路一段,1980,46.55萬/坪,公寓,42.53,3房2廳2衛,41.3年,https://www.rakuya.com.tw/sell_item/info?ehid=09e6ee135488943&from=list_regular
204,新上架捷運高樓美廈加車位,創築士林區承德路四段,1680,,電梯大廈,28.9,1房1廳1衛,10.8年,https://www.rakuya.com.tw/sell_item/info?ehid=0e4aa2135439560&from=list_regular
205,新上架圓環一層一戶四房,士林區中山北路七段,1780,,公寓,37.29,4房2廳2衛,40.3年,https://www.rakuya.com.tw/sell_item/info?ehid=01e4b2135498926&from=list_regular
206,新上架4樓我就方我就邊,士林區士東路,1900,,公寓,33.17,3房2廳2衛,42.8年,https://www.rakuya.com.tw/sell_item/info?ehid=0642c3135556332&from=list_regular
207,新上架社中街機能美屋,士林區社中街,1650,,樓中樓,34.32,2房2廳2衛,51年,https://www.rakuya.com.tw/sell_item/info?ehid=09c86113562504d&from=list_regular
208,新上架文化大學收租聖品,士林區光華路,1980,,電梯大廈,40.2,9房3衛,42.3年,https://www.rakuya.com.tw/sell_item/info?ehid=07312a135760856&from=list_regular
